CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
ANTH 299	Pedersen, David	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923634	014	 	9999	AC	
ANTH 299	Postero, Nancy Grey	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923635	015	 	9999	AC	
ANTH 299	Schoeninger, Margaret J	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923636	016	 	9999	AC	
ANTH 299	Semendeferi, Ekaterini	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923637	017	 	9999	AC	
ANTH 299	Strum, Shirley C.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923638	018	 	9999	AC	
ANTH 299	Woolard, Kathryn A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923639	019	 	9999	AC	
ANTH 299	D'Alpoim Guedes, Jade A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923640	020	 	9999	AC	
ANTH 299	Jordan, David K.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923641	021	 	9999	AC	
ANTH 299	Jordan, David K.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	929164	022	 	9999	AC	
ANTH 500	Staff	0	2018-03-16	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	923642	A00	 	9999	AC	
ANTH 87	Semendeferi, Ekaterini	12	2018-03-16	20	1	SSB  	0	SE	  	0	12	Y	Discovering Anthropology      	50	2018-01-08	N	0	2018-01-08	105  	927860	A00	 	20	AC	
ANTH 87	Jordan, David K.	13	2018-03-16	20	5	SSB  	0	SE	  	0	13	Y	Taiwan                        	50	2018-01-08	N	0	2018-01-08	105  	927861	B00	 	20	AC	
ANTH 87	Jordan, David K.	14	2018-03-16	20	5	SSB  	0	SE	  	0	14	Y	The Aztecs                    	50	2018-01-08	N	0	2018-01-08	105  	929233	C00	 	20	AC	
AUD 236	Harris, Jeffrey Paul	0	2018-03-16	15	 	TBA	0	PR	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920812	A00	 	15	AC	
AUD 257	Zettner, Erika	0	2018-03-16	15	 	TBA	0	LE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920813	A00	 	15	AC	
AUD 263	Zettner, Erika	0	2018-03-16	15	 	TBA	0	LE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920814	A00	 	15	AC	
AUD 271	Spriggs, Meghan K	0	2018-03-16	15	 	TBA	0	LE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920815	A00	 	15	AC	
AUD 284	Zettner, Erika	0	2018-03-16	15	 	TBA	0	PR	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920816	A00	 	15	AC	
AUD 284	Spriggs, Meghan K	0	2018-03-16	15	 	TBA	0	PR	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920817	B00	 	15	AC	
AUD 291	Zettner, Erika	0	2018-03-16	15	 	TBA	0	DI	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920818	A00	 	15	AC	
AUD 296	Zettner, Erika	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920819	A00	 	15	AC	
AUD 296	Harris, Jeffrey Paul	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920820	B00	 	15	AC	
AUD 296	Staff	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	920821	C00	 	15	AC	
AUD 298	Zettner, Erika	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920822	A00	 	15	AC	
AUD 298	Harris, Jeffrey Paul	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920823	B00	 	15	AC	
AUD 298	Staff	0	2018-03-16	15	 	TBA	0	LA	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	920824	C00	 	15	AC	
AUD 299	Zettner, Erika	0	2018-03-16	15	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920825	A00	 	15	AC	
AUD 299	Harris, Jeffrey Paul	0	2018-03-16	15	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	920826	B00	 	15	AC	
AUD 299	Staff	0	2018-03-16	15	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	920827	C00	 	15	AC	
AWP 1	Sheredos, Benjamin C	12	2018-03-16	15	24	HSS  	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	1128B	920685	A00	 	15	AC	
AWP 1	Staff	9	2018-03-16	0	24	YORK 	30	SE	  	0	10	 	                              	50	2018-01-08	N	0	2018-01-08	3050B	920686	B00	 	0	AC	
AWP 1	Staff	9	2018-03-16	0	24	MCGIL	30	SE	  	0	10	 	                              	50	2018-01-08	N	0	2018-01-08	2315 	920687	C00	 	0	AC	
AWP 1	Given, William Allan	9	2018-03-16	15	24	CENTR	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	224C 	920688	D00	 	15	AC	
AWP 1	Staff	9	2018-03-16	0	24	MANDE	30	SE	  	0	10	 	                              	50	2018-01-08	N	0	2018-01-08	B-152	920689	E00	 	0	AC	
AWP 1	Given, William Allan	12	2018-03-16	15	24	CENTR	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	224A 	920690	F00	 	15	AC	
AWP 1	Staff	12	2018-03-16	0	24	CENTR	30	SE	  	0	13	 	                              	50	2018-01-08	N	0	2018-01-08	224C 	920691	G00	 	0	AC	
AWP 1	Staff	12	2018-03-16	0	24	MANDE	30	SE	  	0	13	 	                              	50	2018-01-08	N	0	2018-01-08	B-152	920692	H00	 	0	AC	
AWP 1	Given, William Allan	14	2018-03-16	15	24	CENTR	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	224A 	920693	I00	 	15	AC	
AWP 1	Sheredos, Benjamin C	14	2018-03-16	15	24	HSS  	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	1128B	920695	K00	 	15	AC	
AWP 1	Staff	15	2018-03-16	0	24	CENTR	30	SE	  	0	16	 	                              	50	2018-01-08	N	0	2018-01-08	224C 	920696	L00	 	0	AC	
AWP 1	Staff	15	2018-03-16	0	24	CENTR	30	SE	  	0	16	 	                              	50	2018-01-08	N	0	2018-01-08	224A 	920697	M00	 	0	AC	
AWP 1	Staff	15	2018-03-16	0	24	CENTR	30	SE	  	0	16	 	                              	50	2018-01-08	N	0	2018-01-08	208  	920698	N00	 	0	AC	
AWP 1	Sheredos, Benjamin C	17	2018-03-16	15	24	CENTR	0	SE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	224A 	920699	O00	 	15	AC	
AWP 1	Staff	17	2018-03-16	0	24	CENTR	0	SE	  	0	18	 	                              	20	2018-01-08	N	0	2018-01-08	224C 	920700	P00	 	0	AC	
AWP 195	Gocsik, Karen Marie	0	2018-03-16	15	 	TBA	0	SE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	928897	A00	 	15	AC	
AWP 2A	Bauer, Holly Jean	9	2018-03-16	15	13	     	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	     	920701	001	 	15	AC	
AWP 2A	Haugh, Megan Nicole	9	2018-03-16	15	13	YORK 	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	4060A	920702	002	 	15	AC	
AWP 2A	Tsurska, Olena Anatoliyivn	12	2018-03-16	15	13	CENTR	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	208  	920705	005	 	15	AC	
AWP 2A	Steinberg, Stacy A	12	2018-03-16	15	13	YORK 	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	4060A	920706	006	 	15	AC	
AWP 2A	Tessier, Jillian Marie	14	2018-03-16	15	13	CENTR	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	208  	920707	007	 	15	AC	
AWP 2A	Christie, Veronica Ann	14	2018-03-16	15	13	YORK 	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	4060A	920708	008	 	15	AC	
AWP 2A	Twohig, Niall Ivan	14	2018-03-16	18	13	YORK 	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	4050B	920709	009	 	18	AC	
AWP 2A	Staff	15	2018-03-16	0	13	CENTR	30	SE	  	0	16	 	                              	50	2018-01-08	N	0	2018-01-08	208  	920710	010	 	0	AC	
AWP 2A	Miller, Alyssa R	15	2018-03-16	15	13	YORK 	30	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	4060A	920711	011	 	15	AC	
AWP 2A	Staff	15	2018-03-16	0	13	CENTR	30	SE	  	0	16	 	                              	50	2018-01-08	N	0	2018-01-08	224B 	920712	012	 	0	AC	
AWP 2A	Staff	17	2018-03-16	0	13	CENTR	0	SE	  	0	18	 	                              	20	2018-01-08	N	0	2018-01-08	208  	920713	013	 	0	AC	
AWP 2A	Babcock, Joseph Diliberto	17	2018-03-16	15	13	YORK 	0	SE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	4060A	920714	014	 	15	AC	
AWP 2A	Tessier, Jillian Marie	9	2018-03-16	18	13	SSB  	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	106  	920715	015	 	18	AC	
AWP 2A	Picciotto, Madeleine	9	2018-03-16	15	13	CENTR	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	224B 	920716	016	 	15	AC	
AWP 2A	Haugh, Megan Nicole	12	2018-03-16	18	13	SSB  	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	106  	920719	019	 	18	AC	
AWP 2A	McCarthy, Jenna L	12	2018-03-16	15	13	YORK 	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	4060B	920720	020	 	15	AC	
AWP 2A	Krizovensky, Jaclyn A	14	2018-03-16	15	13	YORK 	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	4060B	920721	021	 	15	AC	
AWP 2A	Ajo, Frances Margaret	14	2018-03-16	15	13	CENTR	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	224B 	920722	022	 	15	AC	
AWP 2A	Picciotto, Madeleine	14	2018-03-16	18	13	MANDE	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	B-152	920723	023	 	18	AC	
AWP 2A	McCarthy, Jenna L	8	2018-03-16	18	13	HSS  	0	SE	  	0	9	Y	                              	20	2018-01-08	N	0	2018-01-08	2305B	928907	024	 	18	AC	
AWP 2A	Steinberg, Stacy A	8	2018-03-16	18	13	SSB  	0	SE	  	0	9	Y	                              	20	2018-01-08	N	0	2018-01-08	106  	928909	025	 	18	AC	
AWP 2A	Krizovensky, Jaclyn A	17	2018-03-16	18	13	YORK 	0	SE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	4050A	928910	026	 	18	AC	
AWP 2A	Staff	17	2018-03-16	0	13	HSS  	0	SE	  	0	18	 	                              	20	2018-01-08	N	0	2018-01-08	2152 	928932	027	 	0	AC	
AWP 2A	Babcock, Joseph Diliberto	18	2018-03-16	18	13	YORK 	30	SE	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	4050A	928933	028	 	18	AC	
AWP 2A	Miller, Alyssa R	18	2018-03-16	18	13	HSS  	30	SE	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2152 	928934	029	 	18	AC	
AWP 2A	Ajo, Frances Margaret	9	2018-03-16	18	13	MANDE	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	929019	030	 	18	AC	
AWP 2A	Fitzgerald, Rachelle Aloys	12	2018-03-16	18	13	MANDE	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	929020	031	 	18	AC	
AWP 2A	Fitzgerald, Rachelle Aloys	15	2018-03-16	18	13	MANDE	30	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	929021	032	 	18	AC	
AWP 2B	Wilson, Natalie Ann	9	2018-03-16	0	24	SSB  	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	106  	920724	001	 	0	AC	
AWP 2B	Twohig, Niall Ivan	9	2018-03-16	0	24	YORK 	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	4060B	920725	002	 	0	AC	
AWP 2B	Christie, Veronica Ann	9	2018-03-16	0	24	YORK 	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	4050B	920726	003	 	0	AC	
AWP 2B	Twohig, Niall Ivan	12	2018-03-16	0	24	YORK 	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	4060B	920727	004	 	0	AC	
AWP 2B	Christie, Veronica Ann	12	2018-03-16	0	24	YORK 	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	4050B	920728	005	 	0	AC	
AWP 2B	Gocsik, Karen Marie	12	2018-03-16	0	24	     	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	     	920729	006	 	0	AC	
AWP 2B	Gocsik, Karen Marie	11	2018-03-16	0	24	     	0	SE	  	0	12	Y	                              	20	2018-01-08	N	0	2018-01-08	     	920730	007	 	0	AC	
AWP 2B	Coulter, Jane Elisabeth	14	2018-03-16	0	24	YORK 	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	4060B	920731	008	 	0	AC	
AWP 2B	Curiel, Sarah Anastasia	14	2018-03-16	0	24	HSS  	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	1106A	920732	009	 	0	AC	
AWP 2B	West, Summer Noel	15	2018-03-16	0	24	HSS  	30	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2305A	920733	010	 	0	AC	
AWP 2B	Wilson, Natalie Ann	15	2018-03-16	0	24	MCGIL	30	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2315 	920734	011	 	0	AC	
AWP 2B	Tsurska, Olena Anatoliyivn	8	2018-03-16	0	24	MANDE	0	SE	  	0	9	Y	                              	20	2018-01-08	N	0	2018-01-08	127  	928912	012	 	0	AC	
AWP 2B	Tsurska, Olena Anatoliyivn	9	2018-03-16	0	24	MANDE	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	928913	013	 	0	AC	
AWP 2B	Gonzales, Paulina Margarita	11	2018-03-16	0	24	MANDE	0	SE	  	0	12	Y	                              	20	2018-01-08	N	0	2018-01-08	127  	928914	014	 	0	AC	
AWP 2B	West, Summer Noel	12	2018-03-16	0	24	MANDE	30	SE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	928915	015	 	0	AC	
AWP 2B	Gonzales, Paulina Margarita	14	2018-03-16	0	24	MANDE	0	SE	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	127  	928927	016	 	0	AC	
AWP 2B	Gonzales, Paulina Margarita	15	2018-03-16	0	24	MANDE	30	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	127  	928928	017	 	0	AC	
AWP 2B	Young, Hillary Jean	9	2018-03-16	0	24	     	30	SE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	     	928931	018	 	0	AC	
AWP 2B	Wilson, Natalie Ann	8	2018-03-16	0	24	SSB  	0	SE	  	0	9	Y	                              	20	2018-01-08	N	0	2018-01-08	106  	928929	019	 	0	AC	
AWP 2B	West, Summer Noel	17	2018-03-16	0	24	HSS  	0	SE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	2305B	928930	020	 	0	AC	
AWP 500	Gocsik, Karen Marie	0	2018-03-16	10	 	TBA	0	PR	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	928896	A00	 	10	AC	
BENG 199	Berns, Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923347	001	 	9999	AC	
BENG 199	Cabrales, Pedro	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923348	002	 	9999	AC	
BENG 199	Cauwenberghs, Gert	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923349	003	 	9999	AC	
BENG 199	Chien, Shu	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923350	004	 	9999	AC	
BENG 199	Christman, Karen	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923351	005	 	9999	AC	
BENG 199	Coleman, Todd Prentice	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923352	006	 	9999	AC	
BENG 199	Engler, Adam J.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923353	007	 	9999	AC	
BENG 199	Fraley, Stephanie I.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923354	008	 	9999	AC	
BENG 199	Gaasterland, Theresa	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923355	009	 	9999	AC	
BENG 199	Gough, David A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923356	010	 	9999	AC	
BENG 199	Hasty, Jeff M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923357	011	 	9999	AC	
BENG 199	Heller, Michael J	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923358	012	 	9999	AC	
BENG 199	Huang, Xiaohua	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923359	013	 	9999	AC	
BENG 199	Ideker, Trey	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923360	014	 	9999	AC	
BENG 199	Intaglietta, Marcos	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923361	015	 	9999	AC	
BENG 199	Lal, Ratnesh	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923362	016	 	9999	AC	
BENG 199	Mali, Prashant Gulab Ram	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923363	017	 	9999	AC	
BENG 199	Metallo, Christian Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923364	018	 	9999	AC	
BENG 199	Mercola, Mark	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923365	019	 	9999	AC	
BENG 199	Mc Culloch, Andrew Douglas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923366	020	 	9999	AC	
BENG 199	Palsson, Bernhard O.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923367	021	 	9999	AC	
BENG 199	Sah, Robert Lie-Yuan	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923368	022	 	9999	AC	
BENG 199	Schmid-Schoenbein, Geert W	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923369	023	 	9999	AC	
BENG 199	Silva, Gabriel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923370	024	 	9999	AC	
BENG 199	Subramaniam, Shankar	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923371	025	 	9999	AC	
BENG 199	Sung, Lanping Amy	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923372	026	 	9999	AC	
BENG 199	Varghese, Shyni	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923373	027	 	9999	AC	
BENG 199	Wang, Yingxiao	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923374	028	 	9999	AC	
BENG 199	Watson, John Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923375	029	 	9999	AC	
BENG 199	Zhang, Kun	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923376	030	 	9999	AC	
BENG 199	Zhong, Sheng	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923377	031	 	9999	AC	
BENG 281	Subramaniam, Shankar	14	2018-03-16	60	5	PFBH 	0	SE	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	191  	923394	A00	 	60	AC	
BENG 295	Watson, John Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923395	001	 	9999	AC	
BENG 298L	Berns, Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923396	001	 	9999	AC	
BENG 298L	Cabrales, Pedro	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923397	002	 	9999	AC	
BENG 298L	Cauwenberghs, Gert	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923398	003	 	9999	AC	
BENG 298L	Chien, Shu	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923399	004	 	9999	AC	
BENG 298L	Christman, Karen	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923400	005	 	9999	AC	
BENG 298L	Coleman, Todd Prentice	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923401	006	 	9999	AC	
BENG 298L	Engler, Adam J.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923402	007	 	9999	AC	
BENG 298L	Fraley, Stephanie I.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923403	008	 	9999	AC	
BENG 298L	Gough, David A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923404	009	 	9999	AC	
BENG 298L	Hasty, Jeff M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923405	010	 	9999	AC	
BENG 298L	Heller, Michael J	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923406	011	 	9999	AC	
BENG 298L	Huang, Xiaohua	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923407	012	 	9999	AC	
BENG 298L	Ideker, Trey	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923408	013	 	9999	AC	
BENG 298L	Intaglietta, Marcos	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923409	014	 	9999	AC	
BENG 298L	Lal, Ratnesh	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923410	015	 	9999	AC	
BENG 298L	Mali, Prashant Gulab Ram	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923411	016	 	9999	AC	
BENG 298L	Metallo, Christian Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923412	017	 	9999	AC	
BENG 298L	Mercola, Mark	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923413	018	 	9999	AC	
BENG 298L	Mc Culloch, Andrew Douglas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923414	019	 	9999	AC	
BENG 298L	Palsson, Bernhard O.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923415	020	 	9999	AC	
BENG 298L	Sah, Robert Lie-Yuan	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923416	021	 	9999	AC	
BENG 298L	Schmid-Schoenbein, Geert W	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923417	022	 	9999	AC	
BENG 298L	Silva, Gabriel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923418	023	 	9999	AC	
BENG 298L	Subramaniam, Shankar	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923419	024	 	9999	AC	
BENG 298L	Sung, Lanping Amy	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923420	025	 	9999	AC	
BENG 298L	Varghese, Shyni	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923421	026	 	9999	AC	
BENG 298L	Wang, Yingxiao	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923422	027	 	9999	AC	
BENG 298L	Watson, John Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	923423	028	 	9999	AC	
