CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
MATH 170A	Dilts, James Paul	12	2018-03-16	193	135	PCYNH	0	LE	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	927193	A00	 	193	NC	
MATH 170A	Dilts, James Paul	11	2018-03-16	193	3	PCYNH	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-21	109  	927193	A00	 	193	NC	
MATH 18	Eggers, John Dietrich	8	2018-03-16	36	4	APM  	0	DI	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926865	A01	 	36	AC	
MATH 18	Eggers, John Dietrich	9	2018-03-16	36	4	APM  	0	DI	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926866	A02	 	36	AC	
MATH 18	Eggers, John Dietrich	10	2018-03-16	36	4	APM  	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926867	A03	 	36	AC	
MATH 18	Eggers, John Dietrich	11	2018-03-16	36	4	APM  	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926868	A04	 	36	AC	
MATH 18	Eggers, John Dietrich	12	2018-03-16	36	4	APM  	0	DI	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926869	A05	 	36	AC	
MATH 18	Eggers, John Dietrich	13	2018-03-16	36	4	APM  	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926870	A06	 	36	AC	
MATH 18	Kemp, Todd Aahron	8	2018-03-16	33	4	WLH  	0	DI	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926878	B01	 	33	AC	
MATH 18	Kemp, Todd Aahron	9	2018-03-16	33	4	WLH  	0	DI	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926879	B02	 	33	AC	
MATH 18	Kemp, Todd Aahron	10	2018-03-16	33	4	WLH  	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926880	B03	 	33	AC	
MATH 18	Kemp, Todd Aahron	11	2018-03-16	33	4	WLH  	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926881	B04	 	33	AC	
MATH 18	Kemp, Todd Aahron	12	2018-03-16	32	4	WLH  	0	DI	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926882	B05	 	32	AC	
MATH 18	Kemp, Todd Aahron	13	2018-03-16	32	4	WLH  	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	2208 	926883	B06	 	32	AC	
MATH 18	Kemp, Todd Aahron	14	2018-03-16	31	4	APM  	0	DI	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926891	C01	 	31	AC	
MATH 18	Kemp, Todd Aahron	15	2018-03-16	31	4	APM  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926892	C02	 	31	AC	
MATH 18	Kemp, Todd Aahron	16	2018-03-16	32	4	APM  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926893	C03	 	32	AC	
MATH 18	Kemp, Todd Aahron	17	2018-03-16	32	4	APM  	0	DI	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926894	C04	 	32	AC	
MATH 18	Kemp, Todd Aahron	18	2018-03-16	32	4	APM  	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926895	C05	 	32	AC	
MATH 18	Kemp, Todd Aahron	19	2018-03-16	32	4	APM  	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926896	C06	 	32	AC	
MATH 18	Zhou, Wenxin	14	2018-03-16	33	4	APM  	0	DI	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	6402 	926904	D01	 	33	AC	
MATH 18	Zhou, Wenxin	15	2018-03-16	33	4	APM  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	6402 	926905	D02	 	33	AC	
MATH 18	Zhou, Wenxin	16	2018-03-16	33	4	APM  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	926906	D03	 	33	AC	
MATH 18	Zhou, Wenxin	17	2018-03-16	33	4	APM  	0	DI	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	926907	D04	 	33	AC	
MATH 18	Zhou, Wenxin	20	2018-03-16	32	4	APM  	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926908	D05	 	32	AC	
MATH 18	Zhou, Wenxin	21	2018-03-16	32	4	APM  	0	DI	  	0	21	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	926909	D06	 	32	AC	
MATH 18	Staff	18	2018-03-16	36	4	WLH  	0	DI	  	0	18	 	                              	50	2018-01-08	N	0	2018-01-08	2208 	926917	E01	 	36	AC	
MATH 18	Staff	19	2018-03-16	36	4	WLH  	0	DI	  	0	19	 	                              	50	2018-01-08	N	0	2018-01-08	2208 	926918	E02	 	36	AC	
MATH 18	Staff	20	2018-03-16	36	4	WLH  	0	DI	  	0	20	 	                              	50	2018-01-08	N	0	2018-01-08	2208 	926919	E03	 	36	AC	
MATH 18	Staff	21	2018-03-16	36	4	WLH  	0	DI	  	0	21	 	                              	50	2018-01-08	N	0	2018-01-08	2208 	926920	E04	 	36	AC	
MATH 18	Eggers, John Dietrich	8	2018-03-16	216	135	LEDDN	0	LE	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	AUD  	926864	A00	 	216	NC	
MATH 18	Eggers, John Dietrich	8	2018-03-16	0	2	APM  	0	LA	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926871	A50	 	0	NC	
MATH 18	Eggers, John Dietrich	9	2018-03-16	0	2	APM  	0	LA	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926872	A51	 	0	NC	
MATH 18	Eggers, John Dietrich	10	2018-03-16	0	2	APM  	0	LA	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926873	A52	 	0	NC	
MATH 18	Eggers, John Dietrich	11	2018-03-16	0	2	APM  	0	LA	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926874	A53	 	0	NC	
MATH 18	Eggers, John Dietrich	12	2018-03-16	0	2	APM  	0	LA	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926875	A54	 	0	NC	
MATH 18	Eggers, John Dietrich	13	2018-03-16	0	2	APM  	0	LA	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926876	A55	 	0	NC	
MATH 18	Kemp, Todd Aahron	10	2018-03-16	196	135	CENTR	0	LE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	119  	926877	B00	 	196	NC	
MATH 18	Kemp, Todd Aahron	8	2018-03-16	0	2	APM  	0	LA	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926884	B50	 	0	NC	
MATH 18	Kemp, Todd Aahron	9	2018-03-16	0	2	APM  	0	LA	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926885	B51	 	0	NC	
MATH 18	Kemp, Todd Aahron	10	2018-03-16	0	2	APM  	0	LA	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926886	B52	 	0	NC	
MATH 18	Kemp, Todd Aahron	11	2018-03-16	0	2	APM  	0	LA	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926887	B53	 	0	NC	
MATH 18	Kemp, Todd Aahron	12	2018-03-16	0	2	APM  	0	LA	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926888	B54	 	0	NC	
MATH 18	Kemp, Todd Aahron	13	2018-03-16	0	2	APM  	0	LA	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926889	B55	 	0	NC	
MATH 18	Kemp, Todd Aahron	12	2018-03-16	196	135	CENTR	0	LE	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	119  	926890	C00	 	196	NC	
MATH 18	Kemp, Todd Aahron	14	2018-03-16	0	2	APM  	0	LA	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926897	C50	 	0	NC	
MATH 18	Kemp, Todd Aahron	15	2018-03-16	0	2	APM  	0	LA	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926898	C51	 	0	NC	
MATH 18	Kemp, Todd Aahron	16	2018-03-16	0	2	APM  	0	LA	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926899	C52	 	0	NC	
MATH 18	Kemp, Todd Aahron	17	2018-03-16	0	2	APM  	0	LA	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926900	C53	 	0	NC	
MATH 18	Kemp, Todd Aahron	18	2018-03-16	0	2	APM  	0	LA	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926901	C54	 	0	NC	
MATH 18	Kemp, Todd Aahron	19	2018-03-16	0	2	APM  	0	LA	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926902	C55	 	0	NC	
MATH 18	Zhou, Wenxin	14	2018-03-16	196	135	CENTR	0	LE	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	119  	926903	D00	 	196	NC	
MATH 18	Zhou, Wenxin	14	2018-03-16	0	2	APM  	0	LA	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926910	D50	 	0	NC	
MATH 18	Zhou, Wenxin	15	2018-03-16	0	2	APM  	0	LA	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926911	D51	 	0	NC	
MATH 18	Zhou, Wenxin	16	2018-03-16	0	2	APM  	0	LA	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926912	D52	 	0	NC	
MATH 18	Zhou, Wenxin	17	2018-03-16	0	2	APM  	0	LA	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	B349 	926913	D53	 	0	NC	
MATH 18	Zhou, Wenxin	20	2018-03-16	0	2	APM  	0	LA	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926914	D54	 	0	NC	
MATH 18	Zhou, Wenxin	21	2018-03-16	0	2	APM  	0	LA	  	0	21	Y	                              	50	2018-01-08	N	0	2018-01-08	B432 	926915	D55	 	0	NC	
MATH 18	Staff	15	2018-03-16	150	135	MANDE	0	LE	  	0	15	 	                              	50	2018-01-08	N	0	2018-01-08	B-210	926916	E00	 	150	NC	
MATH 18	Staff	18	2018-03-16	0	2	APM  	0	LA	  	0	18	 	                              	50	2018-01-08	N	0	2018-01-08	B349 	926921	E50	 	0	NC	
MATH 18	Staff	19	2018-03-16	0	2	APM  	0	LA	  	0	19	 	                              	50	2018-01-08	N	0	2018-01-08	B349 	926923	E51	 	0	NC	
MATH 18	Staff	20	2018-03-16	0	2	APM  	0	LA	  	0	20	 	                              	50	2018-01-08	N	0	2018-01-08	B349 	926925	E52	 	0	NC	
MATH 18	Staff	21	2018-03-16	0	2	APM  	0	LA	  	0	21	 	                              	50	2018-01-08	N	0	2018-01-08	B349 	926926	E53	 	0	NC	
MATH 18	Eggers, John Dietrich	11	2018-03-16	216	6	LEDDN	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-17	AUD  	926864	A00	 	216	NC	
MATH 18	Kemp, Todd Aahron	11	2018-03-16	196	6	CENTR	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-17	119  	926877	B00	 	196	NC	
MATH 18	Kemp, Todd Aahron	11	2018-03-16	196	6	WLH  	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-17	2005 	926890	C00	 	196	NC	
MATH 18	Zhou, Wenxin	15	2018-03-16	196	1	CENTR	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-19	119  	926903	D00	 	196	NC	
MATH 18	Staff	15	2018-03-16	150	3	MANDE	0	LE	FI	0	17	 	                              	59	2018-01-08	N	0	2018-03-21	B-210	926916	E00	 	150	NC	
MATH 18	Eggers, John Dietrich	20	2018-03-16	216	3	GH   	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-01-31	242  	926864	A00	 	216	NC	
MATH 18	Eggers, John Dietrich	20	2018-03-16	216	3	GH   	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-02-28	242  	926864	A00	 	216	NC	
MATH 18	Kemp, Todd Aahron	20	2018-03-16	196	3	YORK 	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-01-31	2622 	926877	B00	 	196	NC	
MATH 18	Kemp, Todd Aahron	20	2018-03-16	196	3	PETER	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-02-28	108  	926877	B00	 	196	NC	
MATH 18	Kemp, Todd Aahron	20	2018-03-16	196	3	YORK 	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-01-31	2722 	926890	C00	 	196	NC	
MATH 18	Kemp, Todd Aahron	20	2018-03-16	196	3	PETER	0	LE	MI	0	21	Y	                              	20	2018-01-08	N	0	2018-02-28	110  	926890	C00	 	196	NC	
MATH 180A	Aghajani, Mohammadreza	18	2018-03-16	32	3	APM  	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	7421 	927215	A01	 	32	AC	
MATH 180A	Aghajani, Mohammadreza	19	2018-03-16	32	3	APM  	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	7421 	927216	A02	 	32	AC	
MATH 180A	Aghajani, Mohammadreza	20	2018-03-16	32	3	APM  	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	7421 	927217	A03	 	32	AC	
MATH 180A	Aghajani, Mohammadreza	18	2018-03-16	32	3	APM  	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	927218	A04	 	32	AC	
MATH 180A	Aghajani, Mohammadreza	19	2018-03-16	32	3	APM  	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	927219	A05	 	32	AC	
MATH 180A	Aghajani, Mohammadreza	20	2018-03-16	33	3	APM  	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	927220	A06	 	33	AC	
MATH 180A	Aghajani, Mohammadreza	16	2018-03-16	193	135	PCYNH	0	LE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	927214	A00	 	193	NC	
MATH 180A	Aghajani, Mohammadreza	15	2018-03-16	193	5	PCYNH	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-23	109  	927214	A00	 	193	NC	
MATH 184A	Novak, Jonathan I	14	2018-03-16	32	2	APM  	0	DI	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927238	A01	 	32	AC	
MATH 184A	Novak, Jonathan I	15	2018-03-16	32	2	APM  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927239	A02	 	32	AC	
MATH 184A	Novak, Jonathan I	16	2018-03-16	32	2	APM  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927240	A03	 	32	AC	
MATH 184A	Novak, Jonathan I	19	2018-03-16	32	2	APM  	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927241	A04	 	32	AC	
MATH 184A	Novak, Jonathan I	20	2018-03-16	0	2	APM  	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927242	A05	 	0	AC	
MATH 184A	Novak, Jonathan I	21	2018-03-16	0	2	APM  	0	DI	  	0	21	Y	                              	50	2018-01-08	N	0	2018-01-08	2301 	927243	A06	 	0	AC	
MATH 184A	Novak, Jonathan I	17	2018-03-16	193	135	PCYNH	0	LE	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	927237	A00	 	193	NC	
MATH 184A	Novak, Jonathan I	19	2018-03-16	193	1	PCYNH	0	LE	FI	0	21	Y	                              	59	2018-01-08	N	0	2018-03-19	109  	927237	A00	 	193	NC	
MATH 196	Rhoades, Brendon Patrick	12	2018-03-16	35	2	APM  	0	SE	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	6402 	927272	001	 	35	AC	
MATH 197	Kedlaya, Kiran S.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	927273	001	 	9999	AC	
MATH 199	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927274	001	 	9999	AC	
MATH 199	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927275	002	 	9999	AC	
MATH 199	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927276	003	 	9999	AC	
MATH 199H	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927277	001	 	9999	AC	
MATH 199H	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927278	002	 	9999	AC	
MATH 199H	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	927279	003	 	9999	AC	
MATH 2	Allen, Grant Warren	19	2018-03-16	35	2	CENTR	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	217A 	926771	A01	 	35	AC	
MATH 2	Harel, Guershon	20	2018-03-16	35	2	CENTR	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	217A 	926774	B01	 	35	AC	
MATH 2	Allen, Grant Warren	12	2018-03-16	35	135	CENTR	0	LE	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	217B 	926770	A00	 	35	NC	
MATH 2	Harel, Guershon	15	2018-03-16	35	24	APM  	30	LE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	B412 	926773	B00	 	35	NC	
MATH 2	Allen, Grant Warren	11	2018-03-16	35	6	CENTR	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-17	217B 	926770	A00	 	35	NC	
MATH 2	Harel, Guershon	11	2018-03-16	35	6	APM  	30	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-17	B412 	926773	B00	 	35	NC	
MATH 2	Allen, Grant Warren	0	2018-03-16	35	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	926772	A50	 	35	NC	
MATH 2	Harel, Guershon	0	2018-03-16	35	 	TBA	0	LA	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	926775	B50	 	35	NC	
MATH 205	Bucur, Alina Ioana	13	2018-03-16	15	135	APM  	0	LE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	2402 	927284	A00	 	15	AC	
MATH 205	Bucur, Alina Ioana	11	2018-03-16	15	5	APM  	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-23	2402 	927284	A00	 	15	AC	
MATH 209	Popescu, Cristian D.	14	2018-03-16	10	4	APM  	0	SE	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	7421 	927287	A00	 	10	AC	
MATH 20A	Quarfoot, David James	8	2018-03-16	32	4	WLH  	0	DI	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926928	A01	 	32	AC	
MATH 20A	Quarfoot, David James	16	2018-03-16	32	4	WLH  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926929	A02	 	32	AC	
MATH 20A	Quarfoot, David James	17	2018-03-16	32	4	WLH  	0	DI	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926930	A03	 	32	AC	
MATH 20A	Quarfoot, David James	18	2018-03-16	32	4	WLH  	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926931	A04	 	32	AC	
MATH 20A	Quarfoot, David James	19	2018-03-16	32	4	WLH  	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926932	A05	 	32	AC	
MATH 20A	Quarfoot, David James	20	2018-03-16	32	4	WLH  	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	2115 	926933	A06	 	32	AC	
MATH 20A	Harel, Guershon	13	2018-03-16	32	4	WLH  	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	2209 	926935	B01	 	32	AC	
MATH 20A	Harel, Guershon	14	2018-03-16	32	4	WLH  	0	DI	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	2209 	926936	B02	 	32	AC	
MATH 20A	Harel, Guershon	15	2018-03-16	32	4	WLH  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	2209 	926937	B03	 	32	AC	
MATH 20A	Harel, Guershon	16	2018-03-16	32	4	WLH  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2209 	926938	B04	 	32	AC	
MATH 20A	Quarfoot, David James	13	2018-03-16	192	135	PCYNH	0	LE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926927	A00	 	192	NC	
MATH 20A	Harel, Guershon	17	2018-03-16	145	24	CENTR	0	LE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	113  	926934	B00	 	145	NC	
MATH 20A	Quarfoot, David James	11	2018-03-16	192	5	PCYNH	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-23	109  	926927	A00	 	192	NC	
MATH 20A	Harel, Guershon	19	2018-03-16	145	4	CENTR	0	LE	FI	0	21	Y	                              	59	2018-01-08	N	0	2018-03-22	113  	926934	B00	 	145	NC	
MATH 20B	Curry, Sean N	16	2018-03-16	31	4	SOLIS	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926940	A01	 	31	AC	
MATH 20B	Curry, Sean N	17	2018-03-16	31	4	SOLIS	0	DI	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926941	A02	 	31	AC	
MATH 20B	Curry, Sean N	18	2018-03-16	31	4	SOLIS	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926942	A03	 	31	AC	
MATH 20B	Curry, Sean N	19	2018-03-16	31	4	SOLIS	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926943	A04	 	31	AC	
MATH 20B	Curry, Sean N	20	2018-03-16	31	4	SOLIS	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926944	A05	 	31	AC	
MATH 20B	Curry, Sean N	21	2018-03-16	31	4	SOLIS	0	DI	  	0	21	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926945	A06	 	31	AC	
MATH 20B	Eggers, John Dietrich	8	2018-03-16	33	4	SOLIS	0	DI	  	0	8	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926947	B01	 	33	AC	
MATH 20B	Eggers, John Dietrich	9	2018-03-16	33	4	SOLIS	0	DI	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926948	B02	 	33	AC	
MATH 20B	Eggers, John Dietrich	10	2018-03-16	33	4	SOLIS	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926949	B03	 	33	AC	
MATH 20B	Eggers, John Dietrich	11	2018-03-16	33	4	SOLIS	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926950	B04	 	33	AC	
MATH 20B	Eggers, John Dietrich	12	2018-03-16	33	4	SOLIS	0	DI	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926951	B05	 	33	AC	
MATH 20B	Eggers, John Dietrich	13	2018-03-16	33	4	SOLIS	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926952	B06	 	33	AC	
MATH 20B	Staff	14	2018-03-16	32	4	SOLIS	0	DI	  	0	14	 	                              	50	2018-01-08	N	0	2018-01-08	111  	926958	C01	 	32	AC	
MATH 20B	Staff	15	2018-03-16	32	4	SOLIS	0	DI	  	0	15	 	                              	50	2018-01-08	N	0	2018-01-08	111  	926959	C02	 	32	AC	
MATH 20B	Staff	18	2018-03-16	32	4	HSS  	0	DI	  	0	18	 	                              	50	2018-01-08	N	0	2018-01-08	2321 	926960	C03	 	32	AC	
MATH 20B	Staff	19	2018-03-16	32	4	HSS  	0	DI	  	0	19	 	                              	50	2018-01-08	N	0	2018-01-08	2321 	926961	C04	 	32	AC	
MATH 20B	Staff	20	2018-03-16	32	4	HSS  	0	DI	  	0	20	 	                              	50	2018-01-08	N	0	2018-01-08	2321 	926962	C05	 	32	AC	
MATH 20B	Staff	21	2018-03-16	32	4	HSS  	0	DI	  	0	21	 	                              	50	2018-01-08	N	0	2018-01-08	2321 	926963	C06	 	32	AC	
MATH 20B	Knop, Aleksandr	9	2018-03-16	32	4	     	0	DI	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	     	926965	D01	 	32	AC	
MATH 20B	Knop, Aleksandr	16	2018-03-16	32	4	SOLIS	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926966	D02	 	32	AC	
MATH 20B	Knop, Aleksandr	17	2018-03-16	32	4	SOLIS	0	DI	  	0	17	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926967	D03	 	32	AC	
MATH 20B	Knop, Aleksandr	18	2018-03-16	32	4	SOLIS	0	DI	  	0	18	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926968	D04	 	32	AC	
MATH 20B	Knop, Aleksandr	19	2018-03-16	32	4	SOLIS	0	DI	  	0	19	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926969	D05	 	32	AC	
MATH 20B	Knop, Aleksandr	20	2018-03-16	32	4	SOLIS	0	DI	  	0	20	Y	                              	50	2018-01-08	N	0	2018-01-08	111  	926970	D06	 	32	AC	
MATH 20B	Curry, Sean N	11	2018-03-16	193	135	PCYNH	0	LE	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926939	A00	 	193	NC	
MATH 20B	Eggers, John Dietrich	10	2018-03-16	200	135	WLH  	0	LE	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	2005 	926946	B00	 	200	NC	
MATH 20B	Staff	13	2018-03-16	196	135	LEDDN	0	LE	  	0	13	 	                              	50	2018-01-08	N	0	2018-01-08	AUD  	926957	C00	 	196	NC	
MATH 20B	Knop, Aleksandr	14	2018-03-16	192	135	PCYNH	0	LE	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	926964	D00	 	192	NC	
MATH 20B	Curry, Sean N	15	2018-03-16	193	6	PCYNH	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-17	109  	926939	A00	 	193	NC	
MATH 20B	Eggers, John Dietrich	15	2018-03-16	200	6	WLH  	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-17	2005 	926946	B00	 	200	NC	
